name,date,cases,hospitalizations,deaths,level
Hartford,2020-11-26,27844,242,1595,county
Litchfield,2020-11-26,4231,18,161,county
Middlesex,2020-11-26,3567,20,206,county
New Haven,2020-11-26,27925,367,1238,county
New London,2020-11-26,5867,55,168,county
Tolland,2020-11-26,2977,4,74,county
Windham,2020-11-26,2468,10,28,county
Connecticut,2020-11-29,117295,1098,5020,state
Fairfield,2020-11-29,38305,335,1507,county
Hartford,2020-11-29,28895,279,1604,county
Litchfield,2020-11-29,4503,17,166,county
Middlesex,2020-11-29,3717,25,206,county
New Haven,2020-11-29,29455,369,1256,county
New London,2020-11-29,6051,57,175,county
Tolland,2020-11-29,3054,5,76,county
Windham,2020-11-29,2613,11,28,county
Connecticut,2020-11-30,118754,1152,5040,state
Fairfield,2020-11-30,38756,346,1516,county
Hartford,2020-11-30,29049,297,1609,county
Litchfield,2020-11-30,4547,15,167,county
Middlesex,2020-11-30,3753,31,207,county
New Haven,2020-11-30,30143,383,1259,county
New London,2020-11-30,6148,61,176,county
Tolland,2020-11-30,3068,5,76,county
Windham,2020-11-30,2636,14,29,county
Connecticut,2020-12-01,121426,1202,5091,state
Fairfield,2020-12-01,39773,375,1532,county
Hartford,2020-12-01,29575,309,1617,county
Litchfield,2020-12-01,4669,21,170,county
Middlesex,2020-12-01,3799,27,208,county
New Haven,2020-12-01,30819,392,1275,county
New London,2020-12-01,6250,59,178,county
Tolland,2020-12-01,3126,6,79,county
Windham,2020-12-01,2682,13,32,county
Connecticut,2020-12-02,126177,1191,5111,state
Fairfield,2020-12-02,41062,350,1534,county
Hartford,2020-12-02,30549,319,1622,county
Litchfield,2020-12-02,4857,19,170,county
Middlesex,2020-12-02,3973,31,209,county
New Haven,2020-12-02,32377,391,1283,county
New London,2020-12-02,6557,60,179,county
Tolland,2020-12-02,3199,5,80,county
Windham,2020-12-02,2802,16,33,county
Connecticut,2020-12-03,127715,1150,5146,state
Fairfield,2020-12-03,41535,330,1545,county
Hartford,2020-12-03,30879,315,1630,county
Litchfield,2020-12-03,4931,21,174,county
Middlesex,2020-12-03,4007,29,210,county
New Haven,2020-12-03,32843,380,1291,county
New London,2020-12-03,6648,54,180,county
Tolland,2020-12-03,3225,5,81,county
Windham,2020-12-03,2837,16,34,county
Connecticut,2020-12-06,135844,1183,5224,state
Fairfield,2020-12-06,43840,358,1566,county
Hartford,2020-12-06,33035,291,1647,county
Litchfield,2020-12-06,5358,26,179,county
Middlesex,2020-12-06,4319,22,214,county
New Haven,2020-12-06,34777,407,1313,county
New London,2020-12-06,7064,53,185,county
Tolland,2020-12-06,3418,7,85,county
Windham,2020-12-06,3126,19,35,county
Connecticut,2020-12-07,138258,1223,5242,state
Fairfield,2020-12-07,44376,364,1567,county
Hartford,2020-12-07,33796,307,1653,county
Litchfield,2020-12-07,5471,25,181,county
Middlesex,2020-12-07,4434,20,215,county
New Haven,2020-12-07,35321,420,1318,county
New London,2020-12-07,7198,61,187,county
Tolland,2020-12-07,3519,6,86,county
Windham,2020-12-07,3191,20,35,county
Connecticut,2020-12-08,140548,1262,5285,state
Fairfield,2020-12-08,44980,365,1577,county
Hartford,2020-12-08,34516,336,1664,county
Litchfield,2020-12-08,5569,25,182,county
Middlesex,2020-12-08,4534,25,215,county
New Haven,2020-12-08,35720,425,1336,county
New London,2020-12-08,7335,62,189,county
Tolland,2020-12-08,3588,9,86,county
Windham,2020-12-08,3290,15,36,county
Connecticut,2020-12-09,142979,1214,5327,state
Fairfield,2020-12-09,45509,337,1581,county
Hartford,2020-12-09,35245,337,1674,county
Litchfield,2020-12-09,5710,22,186,county
Middlesex,2020-12-09,4620,27,215,county
New Haven,2020-12-09,36354,406,1351,county
New London,2020-12-09,7485,60,190,county
Tolland,2020-12-09,3667,9,89,county
Windham,2020-12-09,3366,16,40,county
Connecticut,2020-12-10,146761,1210,5363,state
Fairfield,2020-12-10,46615,322,1588,county
Hartford,2020-12-10,35878,347,1686,county
Litchfield,2020-12-10,5796,24,186,county
Middlesex,2020-12-10,4733,31,216,county
New Haven,2020-12-10,37836,401,1360,county
New London,2020-12-10,7684,66,195,county
Tolland,2020-12-10,3737,6,89,county
Windham,2020-12-10,3427,13,42,county
Connecticut,2020-12-13,153992,1243,5444,state
Fairfield,2020-12-13,48308,307,1602,county
Hartford,2020-12-13,38036,377,1701,county
Litchfield,2020-12-13,6061,29,194,county
Middlesex,2020-12-13,5005,41,219,county
New Haven,2020-12-13,39576,397,1387,county
New London,2020-12-13,8212,75,198,county
Tolland,2020-12-13,3915,2,96,county
Windham,2020-12-13,3735,15,46,county
Connecticut,2020-12-14,155462,1269,5466,state
Fairfield,2020-12-14,48879,303,1607,county
Hartford,2020-12-14,38457,381,1706,county
Litchfield,2020-12-14,6138,31,195,county
Middlesex,2020-12-14,5042,40,220,county
New Haven,2020-12-14,40011,416,1394,county
New London,2020-12-14,8343,81,200,county
Tolland,2020-12-14,3989,2,97,county
Windham,2020-12-14,3791,15,46,county
Connecticut,2020-12-15,157781,1254,5506,state
Fairfield,2020-12-15,49422,304,1612,county
Hartford,2020-12-15,39151,387,1716,county
Litchfield,2020-12-15,6270,27,197,county
Middlesex,2020-12-15,5153,43,224,county
New Haven,2020-12-15,40539,399,1409,county
New London,2020-12-15,8562,79,202,county
Tolland,2020-12-15,4050,0,98,county
Windham,2020-12-15,3921,15,48,county
Connecticut,2020-12-16,160102,1205,5552,state
Fairfield,2020-12-16,50036,296,1619,county
Hartford,2020-12-16,39787,375,1728,county
Litchfield,2020-12-16,6385,21,202,county
Middlesex,2020-12-16,5263,41,226,county
New Haven,2020-12-16,41146,382,1421,county
New London,2020-12-16,8716,76,207,county
Tolland,2020-12-16,4124,0,98,county
Windham,2020-12-16,3998,14,51,county
Connecticut,2020-12-17,162782,1167,5581,state
Fairfield,2020-12-17,50614,280,1628,county
Hartford,2020-12-17,40611,367,1733,county
Litchfield,2020-12-17,6515,20,205,county
Middlesex,2020-12-17,5367,42,228,county
New Haven,2020-12-17,41723,361,1425,county
New London,2020-12-17,8940,76,211,county
Tolland,2020-12-17,4197,2,100,county
Windham,2020-12-17,4153,19,51,county
Connecticut,2020-12-20,167377,1143,5676,state
Fairfield,2020-12-20,51717,285,1647,county
Hartford,2020-12-20,41961,355,1755,county
Litchfield,2020-12-20,6740,13,212,county
Middlesex,2020-12-20,5593,46,229,county
New Haven,2020-12-20,42747,344,1449,county
New London,2020-12-20,9255,73,220,county
Tolland,2020-12-20,4315,1,104,county
Windham,2020-12-20,4359,26,58,county
Connecticut,2020-12-21,168960,1159,5703,state
Fairfield,2020-12-21,52080,292,1653,county
Hartford,2020-12-21,42402,352,1766,county
Litchfield,2020-12-21,6786,16,212,county
Middlesex,2020-12-21,5681,52,231,county
New Haven,2020-12-21,43180,349,1455,county
New London,2020-12-21,9349,71,221,county
Tolland,2020-12-21,4384,1,105,county
Windham,2020-12-21,4425,26,60,county
Connecticut,2020-12-22,170705,1155,5736,state
Fairfield,2020-12-22,52574,279,1660,county
Hartford,2020-12-22,42786,360,1777,county
Litchfield,2020-12-22,6906,17,213,county
Middlesex,2020-12-22,5766,48,231,county
New Haven,2020-12-22,43568,360,1460,county
New London,2020-12-22,9469,64,224,county
Tolland,2020-12-22,4445,2,105,county
Windham,2020-12-22,4517,25,66,county
Connecticut,2020-12-23,172743,1200,5791,state
Fairfield,2020-12-23,53101,297,1669,county
Hartford,2020-12-23,43253,389,1790,county
Litchfield,2020-12-23,7004,22,214,county
Middlesex,2020-12-23,5874,47,232,county
New Haven,2020-12-23,44134,354,1486,county
New London,2020-12-23,9645,68,229,county
Tolland,2020-12-23,4497,2,106,county
Windham,2020-12-23,4591,21,65,county
