town,pop,first_doses,date
Barkhamsted,3606,2832,2022-05-11T00:00:00Z
Beacon Falls,6222,4583,2022-05-11T00:00:00Z
Berlin,20436,16376,2022-05-11T00:00:00Z
Bethany,5548,4515,2022-05-11T00:00:00Z
Bethel,19800,16231,2022-05-11T00:00:00Z
Bethlehem,3402,2451,2022-05-11T00:00:00Z
Bloomfield,21211,18229,2022-05-11T00:00:00Z
Bolton,4884,3973,2022-05-11T00:00:00Z
Bozrah,2726,1887,2022-05-11T00:00:00Z
Branford,27900,23576,2022-05-11T00:00:00Z
Bridgeport,144399,106253,2022-05-11T00:00:00Z
Bridgewater,1635,1405,2022-05-11T00:00:00Z
Bristol,59947,46779,2022-05-11T00:00:00Z
Brookfield,16973,14571,2022-05-11T00:00:00Z
Brooklyn,8272,5789,2022-05-11T00:00:00Z
Burlington,9704,7820,2022-05-11T00:00:00Z
Canaan,1053,1343,2022-05-11T00:00:00Z
Canterbury,5079,3569,2022-05-11T00:00:00Z
Canton,10254,8475,2022-05-11T00:00:00Z
Chaplin,2239,1593,2022-05-11T00:00:00Z
Cheshire,28937,25364,2022-05-11T00:00:00Z
Chester,4213,3435,2022-05-11T00:00:00Z
Clinton,12925,11615,2022-05-11T00:00:00Z
Colchester,15809,12902,2022-05-11T00:00:00Z
Colebrook,1400,1137,2022-05-11T00:00:00Z
Columbia,5379,4193,2022-05-11T00:00:00Z
Cornwall,1362,1286,2022-05-11T00:00:00Z
Coventry,12407,9729,2022-05-11T00:00:00Z
Cromwell,13839,12322,2022-05-11T00:00:00Z
Danbury,84694,73211,2022-05-11T00:00:00Z
Darien,21728,20981,2022-05-11T00:00:00Z
Deep River,4443,3871,2022-05-11T00:00:00Z
Derby,12339,13280,2022-05-11T00:00:00Z
Durham,7165,5900,2022-05-11T00:00:00Z
East Granby,5140,4208,2022-05-11T00:00:00Z
East Haddam,8997,7147,2022-05-11T00:00:00Z
East Hampton,12800,10165,2022-05-11T00:00:00Z
East Hartford,49872,40647,2022-05-11T00:00:00Z
East Haven,28569,20835,2022-05-11T00:00:00Z
East Lyme,18462,16618,2022-05-11T00:00:00Z
East Windsor,11668,8481,2022-05-11T00:00:00Z
Eastford,1790,1161,2022-05-11T00:00:00Z
Easton,7521,6556,2022-05-11T00:00:00Z
Ellington,16467,13173,2022-05-11T00:00:00Z
Enfield,43659,30307,2022-05-11T00:00:00Z
Essex,6668,6102,2022-05-11T00:00:00Z
Fairfield,62045,52418,2022-05-11T00:00:00Z
Farmington,25497,24091,2022-05-11T00:00:00Z
Franklin,1920,1439,2022-05-11T00:00:00Z
Glastonbury,34482,31625,2022-05-11T00:00:00Z
Goshen,2863,2292,2022-05-11T00:00:00Z
Granby,11507,9050,2022-05-11T00:00:00Z
Greenwich,62840,56604,2022-05-11T00:00:00Z
Griswold,11534,7637,2022-05-11T00:00:00Z
Groton,38436,27961,2022-05-11T00:00:00Z
Guilford,22133,20261,2022-05-11T00:00:00Z
Haddam,8193,7381,2022-05-11T00:00:00Z
Hamden,60556,46979,2022-05-11T00:00:00Z
Hampton,1842,1266,2022-05-11T00:00:00Z
Hartford,122105,83063,2022-05-11T00:00:00Z
Hartland,2120,1377,2022-05-11T00:00:00Z
Harwinton,5420,4165,2022-05-11T00:00:00Z
Hebron,9504,7638,2022-05-11T00:00:00Z
Kent,2777,2772,2022-05-11T00:00:00Z
Killingly,17336,11249,2022-05-11T00:00:00Z
Killingworth,6364,5347,2022-05-11T00:00:00Z
Lebanon,7144,5419,2022-05-11T00:00:00Z
Ledyard,14621,11731,2022-05-11T00:00:00Z
Lisbon,4220,3110,2022-05-11T00:00:00Z
Litchfield,8094,6724,2022-05-11T00:00:00Z
Lyme,2316,2264,2022-05-11T00:00:00Z
Madison,18030,16738,2022-05-11T00:00:00Z
Manchester,57584,46462,2022-05-11T00:00:00Z
Mansfield,25487,12020,2022-05-11T00:00:00Z
Marlborough,6335,5239,2022-05-11T00:00:00Z
Meriden,59395,47034,2022-05-11T00:00:00Z
Middlebury,7798,6513,2022-05-11T00:00:00Z
Middlefield,4374,3503,2022-05-11T00:00:00Z
Middletown,46258,38539,2022-05-11T00:00:00Z
Milford,54747,43928,2022-05-11T00:00:00Z
Monroe,19434,16126,2022-05-11T00:00:00Z
Montville,18508,13855,2022-05-11T00:00:00Z
Morris,2254,1716,2022-05-11T00:00:00Z
Naugatuck,31108,23048,2022-05-11T00:00:00Z
New Britain,72495,49138,2022-05-11T00:00:00Z
New Canaan,20233,20379,2022-05-11T00:00:00Z
New Fairfield,13878,11210,2022-05-11T00:00:00Z
New Hartford,6656,5248,2022-05-11T00:00:00Z
New Haven,130250,99335,2022-05-11T00:00:00Z
New London,26858,20192,2022-05-11T00:00:00Z
New Milford,26805,22730,2022-05-11T00:00:00Z
Newington,30014,25393,2022-05-11T00:00:00Z
Newtown,27891,23630,2022-05-11T00:00:00Z
Norfolk,1630,1257,2022-05-11T00:00:00Z
North Branford,14146,11953,2022-05-11T00:00:00Z
North Canaan,3251,2133,2022-05-11T00:00:00Z
North Haven,23683,21978,2022-05-11T00:00:00Z
North Stonington,5196,3610,2022-05-11T00:00:00Z
Norwalk,88816,78954,2022-05-11T00:00:00Z
Norwich,38768,28871,2022-05-11T00:00:00Z
Old Lyme,7306,6709,2022-05-11T00:00:00Z
Old Saybrook,10061,9646,2022-05-11T00:00:00Z
Orange,13926,12495,2022-05-11T00:00:00Z
Oxford,13255,10200,2022-05-11T00:00:00Z
Plainfield,15125,9706,2022-05-11T00:00:00Z
Plainville,17534,13400,2022-05-11T00:00:00Z
Plymouth,11598,7819,2022-05-11T00:00:00Z
Pomfret,4203,3310,2022-05-11T00:00:00Z
Portland,9267,7835,2022-05-11T00:00:00Z
Preston,4625,3476,2022-05-11T00:00:00Z
Prospect,9702,7447,2022-05-11T00:00:00Z
Putnam,9389,6270,2022-05-11T00:00:00Z
Redding,9116,7729,2022-05-11T00:00:00Z
Ridgefield,24959,22787,2022-05-11T00:00:00Z
Rocky Hill,20115,17623,2022-05-11T00:00:00Z
Roxbury,2152,1944,2022-05-11T00:00:00Z
Salem,4083,3382,2022-05-11T00:00:00Z
Salisbury,3600,3904,2022-05-11T00:00:00Z
Scotland,1672,1058,2022-05-11T00:00:00Z
Seymour,16437,12481,2022-05-11T00:00:00Z
Sharon,2689,2066,2022-05-11T00:00:00Z
Shelton,41129,33176,2022-05-11T00:00:00Z
Sherman,3630,2748,2022-05-11T00:00:00Z
Simsbury,25395,22739,2022-05-11T00:00:00Z
Somers,10784,7487,2022-05-11T00:00:00Z
South Windsor,26162,23818,2022-05-11T00:00:00Z
Southbury,19571,16476,2022-05-11T00:00:00Z
Southington,43834,35700,2022-05-11T00:00:00Z
Sprague,2859,1965,2022-05-11T00:00:00Z
Stafford,11893,7602,2022-05-11T00:00:00Z
Stamford,129638,120808,2022-05-11T00:00:00Z
Sterling,3782,2122,2022-05-11T00:00:00Z
Stonington,18559,15249,2022-05-11T00:00:00Z
Stratford,51849,41328,2022-05-11T00:00:00Z
Suffield,15814,11765,2022-05-11T00:00:00Z
Thomaston,7535,5635,2022-05-11T00:00:00Z
Thompson,9379,5303,2022-05-11T00:00:00Z
Tolland,14618,12140,2022-05-11T00:00:00Z
Torrington,34044,26342,2022-05-11T00:00:00Z
Trumbull,35673,32429,2022-05-11T00:00:00Z
Union,839,558,2022-05-11T00:00:00Z
Vernon,29359,23782,2022-05-11T00:00:00Z
Voluntown,2510,1763,2022-05-11T00:00:00Z
Wallingford,44326,37099,2022-05-11T00:00:00Z
Warren,1395,1087,2022-05-11T00:00:00Z
Washington,3428,3291,2022-05-11T00:00:00Z
Waterbury,107568,76453,2022-05-11T00:00:00Z
Waterford,18746,16450,2022-05-11T00:00:00Z
Watertown,21578,17073,2022-05-11T00:00:00Z
West Hartford,62965,59391,2022-05-11T00:00:00Z
West Haven,54620,42238,2022-05-11T00:00:00Z
Westbrook,6869,6061,2022-05-11T00:00:00Z
Weston,10252,9793,2022-05-11T00:00:00Z
Westport,28491,27070,2022-05-11T00:00:00Z
Wethersfield,26008,23271,2022-05-11T00:00:00Z
Willington,5864,4041,2022-05-11T00:00:00Z
Wilton,18343,17624,2022-05-11T00:00:00Z
Winchester,10604,7458,2022-05-11T00:00:00Z
Windham,24561,17019,2022-05-11T00:00:00Z
Windsor,28733,24723,2022-05-11T00:00:00Z
Windsor Locks,12854,9672,2022-05-11T00:00:00Z
Wolcott,16587,12443,2022-05-11T00:00:00Z
Woodbridge,8750,8243,2022-05-11T00:00:00Z
Woodbury,9502,7684,2022-05-11T00:00:00Z
Woodstock,7858,5824,2022-05-11T00:00:00Z
Andover,3236,2482,2022-05-18T00:00:00Z
Ansonia,18654,13293,2022-05-18T00:00:00Z
Ashford,4255,3099,2022-05-18T00:00:00Z
Avon,18276,17675,2022-05-18T00:00:00Z
Barkhamsted,3606,2833,2022-05-18T00:00:00Z
Beacon Falls,6222,4586,2022-05-18T00:00:00Z
Berlin,20436,16372,2022-05-18T00:00:00Z
Bethany,5548,4517,2022-05-18T00:00:00Z
Bethel,19800,16240,2022-05-18T00:00:00Z
Bethlehem,3402,2447,2022-05-18T00:00:00Z
Bloomfield,21211,18241,2022-05-18T00:00:00Z
Bolton,4884,3979,2022-05-18T00:00:00Z
Bozrah,2726,1886,2022-05-18T00:00:00Z
Branford,27900,23563,2022-05-18T00:00:00Z
Bridgeport,144399,106232,2022-05-18T00:00:00Z
Bridgewater,1635,1405,2022-05-18T00:00:00Z
Bristol,59947,46781,2022-05-18T00:00:00Z
Brookfield,16973,14575,2022-05-18T00:00:00Z
Brooklyn,8272,5793,2022-05-18T00:00:00Z
Burlington,9704,7825,2022-05-18T00:00:00Z
Canaan,1053,1348,2022-05-18T00:00:00Z
Canterbury,5079,3575,2022-05-18T00:00:00Z
Canton,10254,8454,2022-05-18T00:00:00Z
Chaplin,2239,1596,2022-05-18T00:00:00Z
Cheshire,28937,25358,2022-05-18T00:00:00Z
Chester,4213,3451,2022-05-18T00:00:00Z
Clinton,12925,11609,2022-05-18T00:00:00Z
Colchester,15809,12901,2022-05-18T00:00:00Z
Colebrook,1400,1141,2022-05-18T00:00:00Z
Columbia,5379,4191,2022-05-18T00:00:00Z
Cornwall,1362,1291,2022-05-18T00:00:00Z
Coventry,12407,9733,2022-05-18T00:00:00Z
Cromwell,13839,12324,2022-05-18T00:00:00Z
Danbury,84694,73173,2022-05-18T00:00:00Z
Darien,21728,20979,2022-05-18T00:00:00Z
Deep River,4443,3871,2022-05-18T00:00:00Z
Derby,12339,13227,2022-05-18T00:00:00Z
Durham,7165,5907,2022-05-18T00:00:00Z
East Granby,5140,4209,2022-05-18T00:00:00Z
East Haddam,8997,7150,2022-05-18T00:00:00Z
East Hampton,12800,10169,2022-05-18T00:00:00Z
East Hartford,49872,40688,2022-05-18T00:00:00Z
East Haven,28569,20846,2022-05-18T00:00:00Z
East Lyme,18462,16644,2022-05-18T00:00:00Z
East Windsor,11668,8481,2022-05-18T00:00:00Z
Eastford,1790,1164,2022-05-18T00:00:00Z
Easton,7521,6556,2022-05-18T00:00:00Z
Ellington,16467,13156,2022-05-18T00:00:00Z
Enfield,43659,30314,2022-05-18T00:00:00Z
Essex,6668,6096,2022-05-18T00:00:00Z
Fairfield,62045,52405,2022-05-18T00:00:00Z
Farmington,25497,24103,2022-05-18T00:00:00Z
Franklin,1920,1439,2022-05-18T00:00:00Z
Glastonbury,34482,31624,2022-05-18T00:00:00Z
Goshen,2863,2293,2022-05-18T00:00:00Z
Granby,11507,9056,2022-05-18T00:00:00Z
Greenwich,62840,56620,2022-05-18T00:00:00Z
Griswold,11534,7634,2022-05-18T00:00:00Z
Groton,38436,27959,2022-05-18T00:00:00Z
Guilford,22133,20248,2022-05-18T00:00:00Z
Haddam,8193,7376,2022-05-18T00:00:00Z
Hamden,60556,47023,2022-05-18T00:00:00Z
Hampton,1842,1266,2022-05-18T00:00:00Z
Hartford,122105,83099,2022-05-18T00:00:00Z
Hartland,2120,1374,2022-05-18T00:00:00Z
Harwinton,5420,4164,2022-05-18T00:00:00Z
Hebron,9504,7650,2022-05-18T00:00:00Z
Kent,2777,2778,2022-05-18T00:00:00Z
Killingly,17336,11259,2022-05-18T00:00:00Z
Killingworth,6364,5344,2022-05-18T00:00:00Z
Lebanon,7144,5411,2022-05-18T00:00:00Z
Ledyard,14621,11731,2022-05-18T00:00:00Z
Lisbon,4220,3117,2022-05-18T00:00:00Z
Litchfield,8094,6719,2022-05-18T00:00:00Z
Lyme,2316,2265,2022-05-18T00:00:00Z
Madison,18030,16736,2022-05-18T00:00:00Z
Manchester,57584,46458,2022-05-18T00:00:00Z
Mansfield,25487,12032,2022-05-18T00:00:00Z
Marlborough,6335,5239,2022-05-18T00:00:00Z
Meriden,59395,47012,2022-05-18T00:00:00Z
Middlebury,7798,6520,2022-05-18T00:00:00Z
Middlefield,4374,3508,2022-05-18T00:00:00Z
Middletown,46258,38556,2022-05-18T00:00:00Z
Milford,54747,43948,2022-05-18T00:00:00Z
Monroe,19434,16115,2022-05-18T00:00:00Z
Montville,18508,13861,2022-05-18T00:00:00Z
Morris,2254,1712,2022-05-18T00:00:00Z
Naugatuck,31108,23059,2022-05-18T00:00:00Z
New Britain,72495,49166,2022-05-18T00:00:00Z
New Canaan,20233,20412,2022-05-18T00:00:00Z
New Fairfield,13878,11216,2022-05-18T00:00:00Z
New Hartford,6656,5242,2022-05-18T00:00:00Z
New Haven,130250,99429,2022-05-18T00:00:00Z
New London,26858,20213,2022-05-18T00:00:00Z
New Milford,26805,22725,2022-05-18T00:00:00Z
Newington,30014,25390,2022-05-18T00:00:00Z
Newtown,27891,23644,2022-05-18T00:00:00Z
Norfolk,1630,1256,2022-05-18T00:00:00Z
North Branford,14146,11949,2022-05-18T00:00:00Z
North Canaan,3251,2131,2022-05-18T00:00:00Z
North Haven,23683,21973,2022-05-18T00:00:00Z
North Stonington,5196,3609,2022-05-18T00:00:00Z
Norwalk,88816,78957,2022-05-18T00:00:00Z
Norwich,38768,28883,2022-05-18T00:00:00Z
Old Lyme,7306,6713,2022-05-18T00:00:00Z
Old Saybrook,10061,9641,2022-05-18T00:00:00Z
Orange,13926,12499,2022-05-18T00:00:00Z
Oxford,13255,10197,2022-05-18T00:00:00Z
Plainfield,15125,9714,2022-05-18T00:00:00Z
Plainville,17534,13387,2022-05-18T00:00:00Z
Plymouth,11598,7812,2022-05-18T00:00:00Z
Pomfret,4203,3307,2022-05-18T00:00:00Z
Portland,9267,7835,2022-05-18T00:00:00Z
Preston,4625,3478,2022-05-18T00:00:00Z
Prospect,9702,7445,2022-05-18T00:00:00Z
Putnam,9389,6275,2022-05-18T00:00:00Z
Redding,9116,7728,2022-05-18T00:00:00Z
Ridgefield,24959,22790,2022-05-18T00:00:00Z
Rocky Hill,20115,17632,2022-05-18T00:00:00Z
Roxbury,2152,1941,2022-05-18T00:00:00Z
Salem,4083,3388,2022-05-18T00:00:00Z
Salisbury,3600,3907,2022-05-18T00:00:00Z
Scotland,1672,1059,2022-05-18T00:00:00Z
Seymour,16437,12483,2022-05-18T00:00:00Z
Sharon,2689,2066,2022-05-18T00:00:00Z
Shelton,41129,33180,2022-05-18T00:00:00Z
Sherman,3630,2748,2022-05-18T00:00:00Z
Simsbury,25395,22750,2022-05-18T00:00:00Z
Somers,10784,7480,2022-05-18T00:00:00Z
South Windsor,26162,23834,2022-05-18T00:00:00Z
Southbury,19571,16484,2022-05-18T00:00:00Z
Southington,43834,35710,2022-05-18T00:00:00Z
Sprague,2859,1967,2022-05-18T00:00:00Z
Stafford,11893,7618,2022-05-18T00:00:00Z
Stamford,129638,120753,2022-05-18T00:00:00Z
Sterling,3782,2121,2022-05-18T00:00:00Z
Stonington,18559,15260,2022-05-18T00:00:00Z
Stratford,51849,41338,2022-05-18T00:00:00Z
Suffield,15814,11766,2022-05-18T00:00:00Z
Thomaston,7535,5632,2022-05-18T00:00:00Z
Thompson,9379,5304,2022-05-18T00:00:00Z
Tolland,14618,12127,2022-05-18T00:00:00Z
Torrington,34044,26354,2022-05-18T00:00:00Z
Trumbull,35673,32415,2022-05-18T00:00:00Z
Union,839,557,2022-05-18T00:00:00Z
Vernon,29359,23769,2022-05-18T00:00:00Z
Voluntown,2510,1764,2022-05-18T00:00:00Z
Wallingford,44326,37086,2022-05-18T00:00:00Z
Warren,1395,1086,2022-05-18T00:00:00Z
Washington,3428,3300,2022-05-18T00:00:00Z
Waterbury,107568,76432,2022-05-18T00:00:00Z
Waterford,18746,16464,2022-05-18T00:00:00Z
Watertown,21578,17071,2022-05-18T00:00:00Z
West Hartford,62965,59386,2022-05-18T00:00:00Z
West Haven,54620,42254,2022-05-18T00:00:00Z
Westbrook,6869,6068,2022-05-18T00:00:00Z
Weston,10252,9785,2022-05-18T00:00:00Z
Westport,28491,27078,2022-05-18T00:00:00Z
Wethersfield,26008,23293,2022-05-18T00:00:00Z
Willington,5864,4038,2022-05-18T00:00:00Z
Wilton,18343,17636,2022-05-18T00:00:00Z
Winchester,10604,7467,2022-05-18T00:00:00Z
Windham,24561,17008,2022-05-18T00:00:00Z
Windsor,28733,24728,2022-05-18T00:00:00Z
Windsor Locks,12854,9671,2022-05-18T00:00:00Z
Wolcott,16587,12445,2022-05-18T00:00:00Z
Woodbridge,8750,8243,2022-05-18T00:00:00Z
Woodbury,9502,7684,2022-05-18T00:00:00Z
Woodstock,7858,5828,2022-05-18T00:00:00Z
Andover,3236,220,2021-02-03T00:00:00Z
Ansonia,18654,1319,2021-02-03T00:00:00Z
Ashford,4255,329,2021-02-03T00:00:00Z
Avon,18276,2614,2021-02-03T00:00:00Z
Barkhamsted,3606,281,2021-02-03T00:00:00Z
Beacon Falls,6222,674,2021-02-03T00:00:00Z
Berlin,20436,2245,2021-02-03T00:00:00Z
Bethany,5548,731,2021-02-03T00:00:00Z
Bethel,19800,1503,2021-02-03T00:00:00Z
Bethlehem,3402,342,2021-02-03T00:00:00Z
Bloomfield,21211,3317,2021-02-03T00:00:00Z
Bolton,4884,430,2021-02-03T00:00:00Z
Bozrah,2726,337,2021-02-03T00:00:00Z
Branford,27900,3900,2021-02-03T00:00:00Z
Bridgeport,144399,5991,2021-02-03T00:00:00Z
Bridgewater,1635,216,2021-02-03T00:00:00Z
Bristol,59947,5051,2021-02-03T00:00:00Z
Brookfield,16973,1569,2021-02-03T00:00:00Z
Brooklyn,8272,725,2021-02-03T00:00:00Z
Burlington,9704,904,2021-02-03T00:00:00Z
Canaan,1053,96,2021-02-03T00:00:00Z
Canterbury,5079,400,2021-02-03T00:00:00Z
Canton,10254,1063,2021-02-03T00:00:00Z
Chaplin,2239,165,2021-02-03T00:00:00Z
Cheshire,28937,4089,2021-02-03T00:00:00Z
Chester,4213,625,2021-02-03T00:00:00Z
Clinton,12925,1296,2021-02-03T00:00:00Z
Colchester,15809,1559,2021-02-03T00:00:00Z
Colebrook,1400,122,2021-02-03T00:00:00Z
Columbia,5379,566,2021-02-03T00:00:00Z
Cornwall,1362,152,2021-02-03T00:00:00Z
Coventry,12407,934,2021-02-03T00:00:00Z
Cromwell,13839,1816,2021-02-03T00:00:00Z
Danbury,84694,4918,2021-02-03T00:00:00Z
Darien,21728,1683,2021-02-03T00:00:00Z
Deep River,4443,578,2021-02-03T00:00:00Z
Derby,12339,1045,2021-02-03T00:00:00Z
Durham,7165,889,2021-02-03T00:00:00Z
East Granby,5140,411,2021-02-03T00:00:00Z
East Haddam,8997,885,2021-02-03T00:00:00Z
East Hampton,12800,1300,2021-02-03T00:00:00Z
East Hartford,49872,3133,2021-02-03T00:00:00Z
East Haven,28569,2428,2021-02-03T00:00:00Z
East Lyme,18462,2292,2021-02-03T00:00:00Z
East Windsor,11668,819,2021-02-03T00:00:00Z
Eastford,1790,131,2021-02-03T00:00:00Z
Easton,7521,691,2021-02-03T00:00:00Z
Ellington,16467,1196,2021-02-03T00:00:00Z
Enfield,43659,2418,2021-02-03T00:00:00Z
Essex,6668,1234,2021-02-03T00:00:00Z
Fairfield,62045,5623,2021-02-03T00:00:00Z
Farmington,25497,3852,2021-02-03T00:00:00Z
Franklin,1920,196,2021-02-03T00:00:00Z
Glastonbury,34482,3993,2021-02-03T00:00:00Z
Goshen,2863,311,2021-02-03T00:00:00Z
Granby,11507,988,2021-02-03T00:00:00Z
Greenwich,62840,4880,2021-02-03T00:00:00Z
Griswold,11534,870,2021-02-03T00:00:00Z
Groton,38436,3217,2021-02-03T00:00:00Z
Guilford,22133,3122,2021-02-03T00:00:00Z
Haddam,8193,919,2021-02-03T00:00:00Z
Hamden,60556,6898,2021-02-03T00:00:00Z
Hampton,1842,158,2021-02-03T00:00:00Z
Hartford,122105,6091,2021-02-03T00:00:00Z
Hartland,2120,134,2021-02-03T00:00:00Z
Harwinton,5420,546,2021-02-03T00:00:00Z
Hebron,9504,836,2021-02-03T00:00:00Z
Kent,2777,379,2021-02-03T00:00:00Z
Killingly,17336,1291,2021-02-03T00:00:00Z
Killingworth,6364,741,2021-02-03T00:00:00Z
Lebanon,7144,575,2021-02-03T00:00:00Z
Ledyard,14621,1208,2021-02-03T00:00:00Z
Lisbon,4220,381,2021-02-03T00:00:00Z
Litchfield,8094,874,2021-02-03T00:00:00Z
Lyme,2316,277,2021-02-03T00:00:00Z
Madison,18030,2408,2021-02-03T00:00:00Z
Manchester,57584,4194,2021-02-03T00:00:00Z
Mansfield,25487,1262,2021-02-03T00:00:00Z
Marlborough,6335,715,2021-02-03T00:00:00Z
Meriden,59395,4717,2021-02-03T00:00:00Z
Middlebury,7798,1053,2021-02-03T00:00:00Z
Middlefield,4374,469,2021-02-03T00:00:00Z
Middletown,46258,4899,2021-02-03T00:00:00Z
Milford,54747,5855,2021-02-03T00:00:00Z
Monroe,19434,1660,2021-02-03T00:00:00Z
Montville,18508,1660,2021-02-03T00:00:00Z
Morris,2254,184,2021-02-03T00:00:00Z
Naugatuck,31108,2171,2021-02-03T00:00:00Z
New Britain,72495,3850,2021-02-03T00:00:00Z
New Canaan,20233,1611,2021-02-03T00:00:00Z
New Fairfield,13878,945,2021-02-03T00:00:00Z
New Hartford,6656,597,2021-02-03T00:00:00Z
New Haven,130250,9456,2021-02-03T00:00:00Z
New London,26858,1632,2021-02-03T00:00:00Z
New Milford,26805,2191,2021-02-03T00:00:00Z
Newington,30014,3516,2021-02-03T00:00:00Z
Newtown,27891,2667,2021-02-03T00:00:00Z
Norfolk,1630,141,2021-02-03T00:00:00Z
North Branford,14146,1956,2021-02-03T00:00:00Z
North Canaan,3251,174,2021-02-03T00:00:00Z
North Haven,23683,3388,2021-02-03T00:00:00Z
North Stonington,5196,352,2021-02-03T00:00:00Z
Norwalk,88816,5949,2021-02-03T00:00:00Z
Norwich,38768,2908,2021-02-03T00:00:00Z
Old Lyme,7306,975,2021-02-03T00:00:00Z
Old Saybrook,10061,1799,2021-02-03T00:00:00Z
Orange,13926,2148,2021-02-03T00:00:00Z
Oxford,13255,1496,2021-02-03T00:00:00Z
Plainfield,15125,1063,2021-02-03T00:00:00Z
Plainville,17534,1424,2021-02-03T00:00:00Z
Plymouth,11598,955,2021-02-03T00:00:00Z
Pomfret,4203,373,2021-02-03T00:00:00Z
Portland,9267,1036,2021-02-03T00:00:00Z
Preston,4625,428,2021-02-03T00:00:00Z
Prospect,9702,1045,2021-02-03T00:00:00Z
Putnam,9389,680,2021-02-03T00:00:00Z
Redding,9116,932,2021-02-03T00:00:00Z
Ridgefield,24959,2292,2021-02-03T00:00:00Z
Rocky Hill,20115,2581,2021-02-03T00:00:00Z
Roxbury,2152,277,2021-02-03T00:00:00Z
Salem,4083,376,2021-02-03T00:00:00Z
Salisbury,3600,449,2021-02-03T00:00:00Z
Scotland,1672,138,2021-02-03T00:00:00Z
Seymour,16437,1623,2021-02-03T00:00:00Z
Sharon,2689,279,2021-02-03T00:00:00Z
Shelton,41129,5103,2021-02-03T00:00:00Z
Sherman,3630,340,2021-02-03T00:00:00Z
Simsbury,25395,2869,2021-02-03T00:00:00Z
Somers,10784,627,2021-02-03T00:00:00Z
South Windsor,26162,2445,2021-02-03T00:00:00Z
Southbury,19571,3083,2021-02-03T00:00:00Z
Southington,43834,4851,2021-02-03T00:00:00Z
Sprague,2859,215,2021-02-03T00:00:00Z
Stafford,11893,721,2021-02-03T00:00:00Z
Stamford,129638,9077,2021-02-03T00:00:00Z
Sterling,3782,193,2021-02-03T00:00:00Z
Stonington,18559,2296,2021-02-03T00:00:00Z
Stratford,51849,4342,2021-02-03T00:00:00Z
Suffield,15814,1230,2021-02-03T00:00:00Z
Thomaston,7535,602,2021-02-03T00:00:00Z
Thompson,9379,479,2021-02-03T00:00:00Z
Tolland,14618,1296,2021-02-03T00:00:00Z
Torrington,34044,3023,2021-02-03T00:00:00Z
Trumbull,35673,4454,2021-02-03T00:00:00Z
Union,839,78,2021-02-03T00:00:00Z
Vernon,29359,2226,2021-02-03T00:00:00Z
Voluntown,2510,185,2021-02-03T00:00:00Z
Wallingford,44326,5615,2021-02-03T00:00:00Z
Warren,1395,175,2021-02-03T00:00:00Z
Washington,3428,413,2021-02-03T00:00:00Z
Waterbury,107568,5970,2021-02-03T00:00:00Z
Waterford,18746,2492,2021-02-03T00:00:00Z
Watertown,21578,2262,2021-02-03T00:00:00Z
West Hartford,62965,8695,2021-02-03T00:00:00Z
West Haven,54620,3871,2021-02-03T00:00:00Z
Westbrook,6869,747,2021-02-03T00:00:00Z
Weston,10252,842,2021-02-03T00:00:00Z
Westport,28491,2294,2021-02-03T00:00:00Z
Wethersfield,26008,3045,2021-02-03T00:00:00Z
Willington,5864,359,2021-02-03T00:00:00Z
Wilton,18343,1761,2021-02-03T00:00:00Z
Winchester,10604,676,2021-02-03T00:00:00Z
Windham,24561,1562,2021-02-03T00:00:00Z
Windsor,28733,2666,2021-02-03T00:00:00Z
Windsor Locks,12854,1075,2021-02-03T00:00:00Z
Wolcott,16587,1774,2021-02-03T00:00:00Z
Woodbridge,8750,1690,2021-02-03T00:00:00Z
Woodbury,9502,970,2021-02-03T00:00:00Z
Woodstock,7858,621,2021-02-03T00:00:00Z
Andover,3236,253,2021-02-10T00:00:00Z
Ansonia,18654,1414,2021-02-10T00:00:00Z
Ashford,4255,373,2021-02-10T00:00:00Z
Avon,18276,2807,2021-02-10T00:00:00Z
Barkhamsted,3606,343,2021-02-10T00:00:00Z
Beacon Falls,6222,764,2021-02-10T00:00:00Z
Berlin,20436,2513,2021-02-10T00:00:00Z
Bethany,5548,811,2021-02-10T00:00:00Z
Bethel,19800,1723,2021-02-10T00:00:00Z
Bethlehem,3402,395,2021-02-10T00:00:00Z
Bloomfield,21211,3487,2021-02-10T00:00:00Z
Bolton,4884,499,2021-02-10T00:00:00Z
Bozrah,2726,365,2021-02-10T00:00:00Z
Branford,27900,4396,2021-02-10T00:00:00Z
Bridgeport,144399,6880,2021-02-10T00:00:00Z
Bridgewater,1635,250,2021-02-10T00:00:00Z
Bristol,59947,5828,2021-02-10T00:00:00Z
Brookfield,16973,1784,2021-02-10T00:00:00Z
Brooklyn,8272,835,2021-02-10T00:00:00Z
Burlington,9704,1106,2021-02-10T00:00:00Z
Canaan,1053,115,2021-02-10T00:00:00Z
Canterbury,5079,459,2021-02-10T00:00:00Z
Canton,10254,1188,2021-02-10T00:00:00Z
Chaplin,2239,192,2021-02-10T00:00:00Z
Cheshire,28937,4696,2021-02-10T00:00:00Z
Chester,4213,692,2021-02-10T00:00:00Z
Clinton,12925,1559,2021-02-10T00:00:00Z
Colchester,15809,1760,2021-02-10T00:00:00Z
Colebrook,1400,146,2021-02-10T00:00:00Z
Columbia,5379,640,2021-02-10T00:00:00Z
Cornwall,1362,204,2021-02-10T00:00:00Z
