town,pop,first_doses,date
Salisbury,3600,3269,2021-09-22T00:00:00Z
Scotland,1672,938,2021-09-22T00:00:00Z
Seymour,16437,10876,2021-09-22T00:00:00Z
Sharon,2689,1832,2021-09-22T00:00:00Z
Shelton,41129,28724,2021-09-22T00:00:00Z
Sherman,3630,2329,2021-09-22T00:00:00Z
Simsbury,25395,19158,2021-09-22T00:00:00Z
Somers,10784,6494,2021-09-22T00:00:00Z
South Windsor,26162,19934,2021-09-22T00:00:00Z
Southbury,19571,14533,2021-09-22T00:00:00Z
Southington,43834,31350,2021-09-22T00:00:00Z
Sprague,2859,1636,2021-09-22T00:00:00Z
Stafford,11893,6601,2021-09-22T00:00:00Z
Stamford,129638,99920,2021-09-22T00:00:00Z
Sterling,3782,1775,2021-09-22T00:00:00Z
Stonington,18559,13173,2021-09-22T00:00:00Z
Stratford,51849,34983,2021-09-22T00:00:00Z
Suffield,15814,10399,2021-09-22T00:00:00Z
Thomaston,7535,4978,2021-09-22T00:00:00Z
Thompson,9379,4407,2021-09-22T00:00:00Z
Tolland,14618,10464,2021-09-22T00:00:00Z
Torrington,34044,22664,2021-09-22T00:00:00Z
Trumbull,35673,27202,2021-09-22T00:00:00Z
Union,839,517,2021-09-22T00:00:00Z
Vernon,29359,20417,2021-09-22T00:00:00Z
Voluntown,2510,1513,2021-09-22T00:00:00Z
Wallingford,44326,32550,2021-09-22T00:00:00Z
Warren,1395,978,2021-09-22T00:00:00Z
Washington,3428,2783,2021-09-22T00:00:00Z
Waterbury,107568,62077,2021-09-22T00:00:00Z
Waterford,18746,14047,2021-09-22T00:00:00Z
Watertown,21578,14986,2021-09-22T00:00:00Z
West Hartford,62965,50194,2021-09-22T00:00:00Z
West Haven,54620,35537,2021-09-22T00:00:00Z
Westbrook,6869,5167,2021-09-22T00:00:00Z
Weston,10252,7772,2021-09-22T00:00:00Z
Westport,28491,21344,2021-09-22T00:00:00Z
Wethersfield,26008,20211,2021-09-22T00:00:00Z
Willington,5864,3530,2021-09-22T00:00:00Z
Wilton,18343,14359,2021-09-22T00:00:00Z
Winchester,10604,6399,2021-09-22T00:00:00Z
Windham,24561,13781,2021-09-22T00:00:00Z
Windsor,28733,20962,2021-09-22T00:00:00Z
Windsor Locks,12854,8358,2021-09-22T00:00:00Z
Wolcott,16587,10916,2021-09-22T00:00:00Z
Woodbridge,8750,6883,2021-09-22T00:00:00Z
Woodbury,9502,6753,2021-09-22T00:00:00Z
Woodstock,7858,4986,2021-09-22T00:00:00Z
Andover,3236,2202,2021-09-29T00:00:00Z
Ansonia,18654,11163,2021-09-29T00:00:00Z
Ashford,4255,2732,2021-09-29T00:00:00Z
Avon,18276,14930,2021-09-29T00:00:00Z
Barkhamsted,3606,2502,2021-09-29T00:00:00Z
Beacon Falls,6222,4044,2021-09-29T00:00:00Z
Berlin,20436,14378,2021-09-29T00:00:00Z
Bethany,5548,3896,2021-09-29T00:00:00Z
Bethel,19800,13091,2021-09-29T00:00:00Z
Bethlehem,3402,2207,2021-09-29T00:00:00Z
Bloomfield,21211,15681,2021-09-29T00:00:00Z
Bolton,4884,3415,2021-09-29T00:00:00Z
Bozrah,2726,1625,2021-09-29T00:00:00Z
Branford,27900,20987,2021-09-29T00:00:00Z
Bridgeport,144399,85687,2021-09-29T00:00:00Z
Bridgewater,1635,1269,2021-09-29T00:00:00Z
Bristol,59947,40375,2021-09-29T00:00:00Z
Brookfield,16973,12400,2021-09-29T00:00:00Z
Brooklyn,8272,4836,2021-09-29T00:00:00Z
Burlington,9704,6829,2021-09-29T00:00:00Z
Canaan,1053,1142,2021-09-29T00:00:00Z
Canterbury,5079,2994,2021-09-29T00:00:00Z
Canton,10254,7392,2021-09-29T00:00:00Z
Chaplin,2239,1342,2021-09-29T00:00:00Z
Cheshire,28937,21769,2021-09-29T00:00:00Z
Chester,4213,3013,2021-09-29T00:00:00Z
Clinton,12925,9933,2021-09-29T00:00:00Z
Colchester,15809,11008,2021-09-29T00:00:00Z
Colebrook,1400,992,2021-09-29T00:00:00Z
Columbia,5379,3642,2021-09-29T00:00:00Z
Cornwall,1362,1124,2021-09-29T00:00:00Z
Coventry,12407,8349,2021-09-29T00:00:00Z
Cromwell,13839,10841,2021-09-29T00:00:00Z
Danbury,84694,60230,2021-09-29T00:00:00Z
Darien,21728,16719,2021-09-29T00:00:00Z
Deep River,4443,3359,2021-09-29T00:00:00Z
Derby,12339,9748,2021-09-29T00:00:00Z
Durham,7165,5254,2021-09-29T00:00:00Z
East Granby,5140,3712,2021-09-29T00:00:00Z
East Haddam,8997,6171,2021-09-29T00:00:00Z
East Hampton,12800,8742,2021-09-29T00:00:00Z
East Hartford,49872,34021,2021-09-29T00:00:00Z
East Haven,28569,18154,2021-09-29T00:00:00Z
East Lyme,18462,14160,2021-09-29T00:00:00Z
East Windsor,11668,7306,2021-09-29T00:00:00Z
Eastford,1790,1056,2021-09-29T00:00:00Z
Easton,7521,5494,2021-09-29T00:00:00Z
Ellington,16467,11087,2021-09-29T00:00:00Z
Enfield,43659,26134,2021-09-29T00:00:00Z
Essex,6668,5317,2021-09-29T00:00:00Z
Fairfield,62045,44225,2021-09-29T00:00:00Z
Farmington,25497,20686,2021-09-29T00:00:00Z
Franklin,1920,1260,2021-09-29T00:00:00Z
Glastonbury,34482,26984,2021-09-29T00:00:00Z
Goshen,2863,2033,2021-09-29T00:00:00Z
Granby,11507,7942,2021-09-29T00:00:00Z
Greenwich,62840,45201,2021-09-29T00:00:00Z
Griswold,11534,6499,2021-09-29T00:00:00Z
Groton,38436,23064,2021-09-29T00:00:00Z
Guilford,22133,17355,2021-09-29T00:00:00Z
Haddam,8193,6314,2021-09-29T00:00:00Z
Hamden,60556,40511,2021-09-29T00:00:00Z
Hampton,1842,1128,2021-09-29T00:00:00Z
Hartford,122105,66071,2021-09-29T00:00:00Z
Hartland,2120,1260,2021-09-29T00:00:00Z
Harwinton,5420,3679,2021-09-29T00:00:00Z
Hebron,9504,6738,2021-09-29T00:00:00Z
Kent,2777,2355,2021-09-29T00:00:00Z
Killingly,17336,9572,2021-09-29T00:00:00Z
Killingworth,6364,4664,2021-09-29T00:00:00Z
Lebanon,7144,4709,2021-09-29T00:00:00Z
Ledyard,14621,9722,2021-09-29T00:00:00Z
Lisbon,4220,2684,2021-09-29T00:00:00Z
Litchfield,8094,5881,2021-09-29T00:00:00Z
Lyme,2316,1990,2021-09-29T00:00:00Z
Madison,18030,14356,2021-09-29T00:00:00Z
Manchester,57584,39018,2021-09-29T00:00:00Z
Mansfield,25487,9618,2021-09-29T00:00:00Z
Marlborough,6335,4522,2021-09-29T00:00:00Z
Meriden,59395,39567,2021-09-29T00:00:00Z
Middlebury,7798,5738,2021-09-29T00:00:00Z
Middlefield,4374,3089,2021-09-29T00:00:00Z
Middletown,46258,33977,2021-09-29T00:00:00Z
Milford,54747,38320,2021-09-29T00:00:00Z
Monroe,19434,13819,2021-09-29T00:00:00Z
Montville,18508,11431,2021-09-29T00:00:00Z
Morris,2254,1509,2021-09-29T00:00:00Z
Naugatuck,31108,19699,2021-09-29T00:00:00Z
New Britain,72495,40337,2021-09-29T00:00:00Z
New Canaan,20233,15972,2021-09-29T00:00:00Z
New Fairfield,13878,9200,2021-09-29T00:00:00Z
New Hartford,6656,4556,2021-09-29T00:00:00Z
New Haven,130250,80484,2021-09-29T00:00:00Z
New London,26858,16494,2021-09-29T00:00:00Z
New Milford,26805,19522,2021-09-29T00:00:00Z
Newington,30014,22183,2021-09-29T00:00:00Z
Newtown,27891,20176,2021-09-29T00:00:00Z
Norfolk,1630,1094,2021-09-29T00:00:00Z
North Branford,14146,10494,2021-09-29T00:00:00Z
North Canaan,3251,1903,2021-09-29T00:00:00Z
North Haven,23683,19293,2021-09-29T00:00:00Z
North Stonington,5196,3118,2021-09-29T00:00:00Z
Norwalk,88816,66148,2021-09-29T00:00:00Z
Norwich,38768,23766,2021-09-29T00:00:00Z
Old Lyme,7306,5734,2021-09-29T00:00:00Z
Old Saybrook,10061,8553,2021-09-29T00:00:00Z
Orange,13926,10342,2021-09-29T00:00:00Z
Oxford,13255,9025,2021-09-29T00:00:00Z
Plainfield,15125,8248,2021-09-29T00:00:00Z
Plainville,17534,11733,2021-09-29T00:00:00Z
Plymouth,11598,6806,2021-09-29T00:00:00Z
Pomfret,4203,2788,2021-09-29T00:00:00Z
Portland,9267,6789,2021-09-29T00:00:00Z
Preston,4625,3007,2021-09-29T00:00:00Z
Prospect,9702,6518,2021-09-29T00:00:00Z
Putnam,9389,5276,2021-09-29T00:00:00Z
Redding,9116,6141,2021-09-29T00:00:00Z
Ridgefield,24959,18535,2021-09-29T00:00:00Z
Rocky Hill,20115,14990,2021-09-29T00:00:00Z
Roxbury,2152,1710,2021-09-29T00:00:00Z
Salem,4083,2801,2021-09-29T00:00:00Z
Salisbury,3600,3277,2021-09-29T00:00:00Z
Scotland,1672,940,2021-09-29T00:00:00Z
Seymour,16437,10920,2021-09-29T00:00:00Z
Sharon,2689,1832,2021-09-29T00:00:00Z
Shelton,41129,28871,2021-09-29T00:00:00Z
Sherman,3630,2343,2021-09-29T00:00:00Z
Simsbury,25395,19199,2021-09-29T00:00:00Z
Somers,10784,6539,2021-09-29T00:00:00Z
South Windsor,26162,20003,2021-09-29T00:00:00Z
Southbury,19571,14577,2021-09-29T00:00:00Z
Southington,43834,31457,2021-09-29T00:00:00Z
Sprague,2859,1649,2021-09-29T00:00:00Z
Stafford,11893,6621,2021-09-29T00:00:00Z
Stamford,129638,100504,2021-09-29T00:00:00Z
Sterling,3782,1788,2021-09-29T00:00:00Z
Stonington,18559,13214,2021-09-29T00:00:00Z
Stratford,51849,35230,2021-09-29T00:00:00Z
Suffield,15814,10448,2021-09-29T00:00:00Z
Thomaston,7535,4996,2021-09-29T00:00:00Z
Thompson,9379,4432,2021-09-29T00:00:00Z
Tolland,14618,10510,2021-09-29T00:00:00Z
Torrington,34044,22845,2021-09-29T00:00:00Z
Trumbull,35673,27306,2021-09-29T00:00:00Z
Union,839,519,2021-09-29T00:00:00Z
Vernon,29359,20538,2021-09-29T00:00:00Z
Voluntown,2510,1518,2021-09-29T00:00:00Z
Wallingford,44326,32683,2021-09-29T00:00:00Z
Warren,1395,980,2021-09-29T00:00:00Z
Washington,3428,2798,2021-09-29T00:00:00Z
Waterbury,107568,62853,2021-09-29T00:00:00Z
Waterford,18746,14094,2021-09-29T00:00:00Z
Watertown,21578,15078,2021-09-29T00:00:00Z
West Hartford,62965,50360,2021-09-29T00:00:00Z
West Haven,54620,35805,2021-09-29T00:00:00Z
Westbrook,6869,5196,2021-09-29T00:00:00Z
Weston,10252,7791,2021-09-29T00:00:00Z
Westport,28491,21426,2021-09-29T00:00:00Z
Wethersfield,26008,20310,2021-09-29T00:00:00Z
Willington,5864,3541,2021-09-29T00:00:00Z
Wilton,18343,14393,2021-09-29T00:00:00Z
Winchester,10604,6442,2021-09-29T00:00:00Z
Windham,24561,13900,2021-09-29T00:00:00Z
Windsor,28733,21107,2021-09-29T00:00:00Z
Windsor Locks,12854,8399,2021-09-29T00:00:00Z
Wolcott,16587,10963,2021-09-29T00:00:00Z
Woodbridge,8750,6910,2021-09-29T00:00:00Z
Woodbury,9502,6781,2021-09-29T00:00:00Z
Woodstock,7858,5012,2021-09-29T00:00:00Z
Andover,3236,2211,2021-10-06T00:00:00Z
Ansonia,18654,11254,2021-10-06T00:00:00Z
Ashford,4255,2736,2021-10-06T00:00:00Z
Avon,18276,14993,2021-10-06T00:00:00Z
Barkhamsted,3606,2507,2021-10-06T00:00:00Z
Beacon Falls,6222,4055,2021-10-06T00:00:00Z
Berlin,20436,14452,2021-10-06T00:00:00Z
Bethany,5548,3921,2021-10-06T00:00:00Z
Bethel,19800,13194,2021-10-06T00:00:00Z
Bethlehem,3402,2217,2021-10-06T00:00:00Z
Bloomfield,21211,15739,2021-10-06T00:00:00Z
Bolton,4884,3432,2021-10-06T00:00:00Z
Bozrah,2726,1646,2021-10-06T00:00:00Z
Branford,27900,21130,2021-10-06T00:00:00Z
Bridgeport,144399,86634,2021-10-06T00:00:00Z
Bridgewater,1635,1277,2021-10-06T00:00:00Z
Bristol,59947,40623,2021-10-06T00:00:00Z
Brookfield,16973,12450,2021-10-06T00:00:00Z
Brooklyn,8272,4867,2021-10-06T00:00:00Z
Burlington,9704,6860,2021-10-06T00:00:00Z
Canaan,1053,1142,2021-10-06T00:00:00Z
Canterbury,5079,3020,2021-10-06T00:00:00Z
Canton,10254,7419,2021-10-06T00:00:00Z
Chaplin,2239,1358,2021-10-06T00:00:00Z
Cheshire,28937,21878,2021-10-06T00:00:00Z
Chester,4213,3024,2021-10-06T00:00:00Z
Clinton,12925,10001,2021-10-06T00:00:00Z
Colchester,15809,11119,2021-10-06T00:00:00Z
Colebrook,1400,996,2021-10-06T00:00:00Z
Columbia,5379,3674,2021-10-06T00:00:00Z
Cornwall,1362,1133,2021-10-06T00:00:00Z
Coventry,12407,8408,2021-10-06T00:00:00Z
Cromwell,13839,10892,2021-10-06T00:00:00Z
Danbury,84694,60625,2021-10-06T00:00:00Z
Darien,21728,16760,2021-10-06T00:00:00Z
Deep River,4443,3377,2021-10-06T00:00:00Z
Derby,12339,9852,2021-10-06T00:00:00Z
Durham,7165,5273,2021-10-06T00:00:00Z
East Granby,5140,3723,2021-10-06T00:00:00Z
East Haddam,8997,6202,2021-10-06T00:00:00Z
East Hampton,12800,8789,2021-10-06T00:00:00Z
East Hartford,49872,34289,2021-10-06T00:00:00Z
East Haven,28569,18272,2021-10-06T00:00:00Z
East Lyme,18462,14392,2021-10-06T00:00:00Z
East Windsor,11668,7363,2021-10-06T00:00:00Z
Eastford,1790,1064,2021-10-06T00:00:00Z
Easton,7521,5516,2021-10-06T00:00:00Z
Ellington,16467,11143,2021-10-06T00:00:00Z
Enfield,43659,26279,2021-10-06T00:00:00Z
Essex,6668,5350,2021-10-06T00:00:00Z
Fairfield,62045,44435,2021-10-06T00:00:00Z
Farmington,25497,20718,2021-10-06T00:00:00Z
Franklin,1920,1263,2021-10-06T00:00:00Z
Glastonbury,34482,27141,2021-10-06T00:00:00Z
Goshen,2863,2045,2021-10-06T00:00:00Z
Granby,11507,7960,2021-10-06T00:00:00Z
Greenwich,62840,45303,2021-10-06T00:00:00Z
Griswold,11534,6560,2021-10-06T00:00:00Z
Groton,38436,23370,2021-10-06T00:00:00Z
Guilford,22133,17431,2021-10-06T00:00:00Z
Haddam,8193,6335,2021-10-06T00:00:00Z
Hamden,60556,40738,2021-10-06T00:00:00Z
Hampton,1842,1141,2021-10-06T00:00:00Z
Hartford,122105,66821,2021-10-06T00:00:00Z
Hartland,2120,1264,2021-10-06T00:00:00Z
Harwinton,5420,3708,2021-10-06T00:00:00Z
Hebron,9504,6768,2021-10-06T00:00:00Z
Kent,2777,2357,2021-10-06T00:00:00Z
Killingly,17336,9648,2021-10-06T00:00:00Z
Killingworth,6364,4688,2021-10-06T00:00:00Z
Lebanon,7144,4752,2021-10-06T00:00:00Z
Ledyard,14621,9865,2021-10-06T00:00:00Z
Lisbon,4220,2705,2021-10-06T00:00:00Z
Litchfield,8094,5906,2021-10-06T00:00:00Z
Lyme,2316,2011,2021-10-06T00:00:00Z
Madison,18030,14396,2021-10-06T00:00:00Z
Manchester,57584,39290,2021-10-06T00:00:00Z
Mansfield,25487,9669,2021-10-06T00:00:00Z
Marlborough,6335,4538,2021-10-06T00:00:00Z
Meriden,59395,39850,2021-10-06T00:00:00Z
Middlebury,7798,5763,2021-10-06T00:00:00Z
Middlefield,4374,3102,2021-10-06T00:00:00Z
Middletown,46258,34192,2021-10-06T00:00:00Z
Milford,54747,38476,2021-10-06T00:00:00Z
Monroe,19434,13883,2021-10-06T00:00:00Z
Montville,18508,11555,2021-10-06T00:00:00Z
Morris,2254,1523,2021-10-06T00:00:00Z
Naugatuck,31108,19855,2021-10-06T00:00:00Z
New Britain,72495,40718,2021-10-06T00:00:00Z
New Canaan,20233,16030,2021-10-06T00:00:00Z
New Fairfield,13878,9264,2021-10-06T00:00:00Z
New Hartford,6656,4570,2021-10-06T00:00:00Z
New Haven,130250,81192,2021-10-06T00:00:00Z
New London,26858,16655,2021-10-06T00:00:00Z
New Milford,26805,19635,2021-10-06T00:00:00Z
Newington,30014,22285,2021-10-06T00:00:00Z
Newtown,27891,20270,2021-10-06T00:00:00Z
Norfolk,1630,1100,2021-10-06T00:00:00Z
North Branford,14146,10549,2021-10-06T00:00:00Z
North Canaan,3251,1912,2021-10-06T00:00:00Z
North Haven,23683,19404,2021-10-06T00:00:00Z
North Stonington,5196,3146,2021-10-06T00:00:00Z
Norwalk,88816,66533,2021-10-06T00:00:00Z
Norwich,38768,23999,2021-10-06T00:00:00Z
Old Lyme,7306,5792,2021-10-06T00:00:00Z
Old Saybrook,10061,8616,2021-10-06T00:00:00Z
Orange,13926,10401,2021-10-06T00:00:00Z
Oxford,13255,9063,2021-10-06T00:00:00Z
Plainfield,15125,8303,2021-10-06T00:00:00Z
Plainville,17534,11794,2021-10-06T00:00:00Z
Plymouth,11598,6860,2021-10-06T00:00:00Z
Pomfret,4203,2816,2021-10-06T00:00:00Z
Portland,9267,6821,2021-10-06T00:00:00Z
Preston,4625,3036,2021-10-06T00:00:00Z
Prospect,9702,6552,2021-10-06T00:00:00Z
Putnam,9389,5309,2021-10-06T00:00:00Z
Redding,9116,6197,2021-10-06T00:00:00Z
Ridgefield,24959,18599,2021-10-06T00:00:00Z
Rocky Hill,20115,15047,2021-10-06T00:00:00Z
Roxbury,2152,1724,2021-10-06T00:00:00Z
Salem,4083,2847,2021-10-06T00:00:00Z
Salisbury,3600,3312,2021-10-06T00:00:00Z
Scotland,1672,949,2021-10-06T00:00:00Z
Seymour,16437,11017,2021-10-06T00:00:00Z
Sharon,2689,1834,2021-10-06T00:00:00Z
Shelton,41129,29001,2021-10-06T00:00:00Z
Sherman,3630,2355,2021-10-06T00:00:00Z
Simsbury,25395,19251,2021-10-06T00:00:00Z
Somers,10784,6587,2021-10-06T00:00:00Z
South Windsor,26162,20073,2021-10-06T00:00:00Z
Southbury,19571,14647,2021-10-06T00:00:00Z
Southington,43834,31580,2021-10-06T00:00:00Z
Sprague,2859,1662,2021-10-06T00:00:00Z
Stafford,11893,6664,2021-10-06T00:00:00Z
Stamford,129638,101144,2021-10-06T00:00:00Z
Sterling,3782,1811,2021-10-06T00:00:00Z
Stonington,18559,13353,2021-10-06T00:00:00Z
Stratford,51849,35480,2021-10-06T00:00:00Z
Suffield,15814,10489,2021-10-06T00:00:00Z
Thomaston,7535,5017,2021-10-06T00:00:00Z
Thompson,9379,4463,2021-10-06T00:00:00Z
Tolland,14618,10566,2021-10-06T00:00:00Z
Torrington,34044,23006,2021-10-06T00:00:00Z
Trumbull,35673,27387,2021-10-06T00:00:00Z
Union,839,523,2021-10-06T00:00:00Z
Vernon,29359,20649,2021-10-06T00:00:00Z
Voluntown,2510,1534,2021-10-06T00:00:00Z
Wallingford,44326,32855,2021-10-06T00:00:00Z
Warren,1395,982,2021-10-06T00:00:00Z
Washington,3428,2821,2021-10-06T00:00:00Z
Waterbury,107568,63498,2021-10-06T00:00:00Z
Waterford,18746,14274,2021-10-06T00:00:00Z
Watertown,21578,15166,2021-10-06T00:00:00Z
West Hartford,62965,50550,2021-10-06T00:00:00Z
West Haven,54620,36056,2021-10-06T00:00:00Z
Westbrook,6869,5229,2021-10-06T00:00:00Z
Weston,10252,7833,2021-10-06T00:00:00Z
Westport,28491,21528,2021-10-06T00:00:00Z
Wethersfield,26008,20373,2021-10-06T00:00:00Z
Willington,5864,3571,2021-10-06T00:00:00Z
Wilton,18343,14407,2021-10-06T00:00:00Z
Winchester,10604,6502,2021-10-06T00:00:00Z
Windham,24561,14016,2021-10-06T00:00:00Z
Windsor,28733,21276,2021-10-06T00:00:00Z
Windsor Locks,12854,8453,2021-10-06T00:00:00Z
Wolcott,16587,10995,2021-10-06T00:00:00Z
Woodbridge,8750,6931,2021-10-06T00:00:00Z
Woodbury,9502,6810,2021-10-06T00:00:00Z
Woodstock,7858,5040,2021-10-06T00:00:00Z
Andover,3236,2211,2021-10-13T00:00:00Z
Ansonia,18654,11338,2021-10-13T00:00:00Z
Ashford,4255,2745,2021-10-13T00:00:00Z
Avon,18276,15031,2021-10-13T00:00:00Z
Barkhamsted,3606,2515,2021-10-13T00:00:00Z
Beacon Falls,6222,4074,2021-10-13T00:00:00Z
Berlin,20436,14516,2021-10-13T00:00:00Z
Bethany,5548,3939,2021-10-13T00:00:00Z
Bethel,19800,13324,2021-10-13T00:00:00Z
Bethlehem,3402,2226,2021-10-13T00:00:00Z
Bloomfield,21211,15794,2021-10-13T00:00:00Z
Bolton,4884,3441,2021-10-13T00:00:00Z
Bozrah,2726,1661,2021-10-13T00:00:00Z
Branford,27900,21179,2021-10-13T00:00:00Z
Bridgeport,144399,87399,2021-10-13T00:00:00Z
Bridgewater,1635,1282,2021-10-13T00:00:00Z
Bristol,59947,40806,2021-10-13T00:00:00Z
Brookfield,16973,12476,2021-10-13T00:00:00Z
Brooklyn,8272,4894,2021-10-13T00:00:00Z
Burlington,9704,6860,2021-10-13T00:00:00Z
Canaan,1053,1146,2021-10-13T00:00:00Z
Canterbury,5079,3053,2021-10-13T00:00:00Z
Canton,10254,7434,2021-10-13T00:00:00Z
Chaplin,2239,1366,2021-10-13T00:00:00Z
Cheshire,28937,21996,2021-10-13T00:00:00Z
Chester,4213,3030,2021-10-13T00:00:00Z
Clinton,12925,10032,2021-10-13T00:00:00Z
Colchester,15809,11184,2021-10-13T00:00:00Z
Colebrook,1400,1004,2021-10-13T00:00:00Z
Columbia,5379,3683,2021-10-13T00:00:00Z
Cornwall,1362,1138,2021-10-13T00:00:00Z
Coventry,12407,8438,2021-10-13T00:00:00Z
Cromwell,13839,10904,2021-10-13T00:00:00Z
Danbury,84694,60928,2021-10-13T00:00:00Z
Darien,21728,16787,2021-10-13T00:00:00Z
Deep River,4443,3394,2021-10-13T00:00:00Z
Derby,12339,9910,2021-10-13T00:00:00Z
Durham,7165,5277,2021-10-13T00:00:00Z
East Granby,5140,3733,2021-10-13T00:00:00Z
East Haddam,8997,6213,2021-10-13T00:00:00Z
East Hampton,12800,8828,2021-10-13T00:00:00Z
East Hartford,49872,34549,2021-10-13T00:00:00Z
East Haven,28569,18364,2021-10-13T00:00:00Z
East Lyme,18462,14459,2021-10-13T00:00:00Z
East Windsor,11668,7393,2021-10-13T00:00:00Z
Eastford,1790,1070,2021-10-13T00:00:00Z
Easton,7521,5529,2021-10-13T00:00:00Z
Ellington,16467,11166,2021-10-13T00:00:00Z
Enfield,43659,26334,2021-10-13T00:00:00Z
Essex,6668,5379,2021-10-13T00:00:00Z
Fairfield,62045,44587,2021-10-13T00:00:00Z
Farmington,25497,20774,2021-10-13T00:00:00Z
Franklin,1920,1269,2021-10-13T00:00:00Z
Glastonbury,34482,27235,2021-10-13T00:00:00Z
Goshen,2863,2043,2021-10-13T00:00:00Z
Granby,11507,7985,2021-10-13T00:00:00Z
Greenwich,62840,45408,2021-10-13T00:00:00Z
Griswold,11534,6602,2021-10-13T00:00:00Z
Groton,38436,23481,2021-10-13T00:00:00Z
Guilford,22133,17474,2021-10-13T00:00:00Z
Haddam,8193,6351,2021-10-13T00:00:00Z
Hamden,60556,40891,2021-10-13T00:00:00Z
Hampton,1842,1147,2021-10-13T00:00:00Z
Hartford,122105,67395,2021-10-13T00:00:00Z
Hartland,2120,1261,2021-10-13T00:00:00Z
Harwinton,5420,3717,2021-10-13T00:00:00Z
Hebron,9504,6795,2021-10-13T00:00:00Z
Kent,2777,2366,2021-10-13T00:00:00Z
Killingly,17336,9699,2021-10-13T00:00:00Z
Killingworth,6364,4719,2021-10-13T00:00:00Z
Lebanon,7144,4779,2021-10-13T00:00:00Z
Ledyard,14621,9904,2021-10-13T00:00:00Z
Lisbon,4220,2721,2021-10-13T00:00:00Z
Litchfield,8094,5922,2021-10-13T00:00:00Z
Lyme,2316,2004,2021-10-13T00:00:00Z
Madison,18030,14424,2021-10-13T00:00:00Z
Manchester,57584,39462,2021-10-13T00:00:00Z
Mansfield,25487,9710,2021-10-13T00:00:00Z
Marlborough,6335,4564,2021-10-13T00:00:00Z
Meriden,59395,40102,2021-10-13T00:00:00Z
Middlebury,7798,5771,2021-10-13T00:00:00Z
Middlefield,4374,3116,2021-10-13T00:00:00Z
Middletown,46258,34305,2021-10-13T00:00:00Z
Milford,54747,38582,2021-10-13T00:00:00Z
Monroe,19434,13942,2021-10-13T00:00:00Z
Montville,18508,11631,2021-10-13T00:00:00Z
Morris,2254,1530,2021-10-13T00:00:00Z
Naugatuck,31108,19961,2021-10-13T00:00:00Z
New Britain,72495,41066,2021-10-13T00:00:00Z
New Canaan,20233,16100,2021-10-13T00:00:00Z
New Fairfield,13878,9318,2021-10-13T00:00:00Z
New Hartford,6656,4574,2021-10-13T00:00:00Z
New Haven,130250,81755,2021-10-13T00:00:00Z
New London,26858,16768,2021-10-13T00:00:00Z
New Milford,26805,19714,2021-10-13T00:00:00Z
Newington,30014,22388,2021-10-13T00:00:00Z
Newtown,27891,20346,2021-10-13T00:00:00Z
Norfolk,1630,1103,2021-10-13T00:00:00Z
North Branford,14146,10611,2021-10-13T00:00:00Z
North Canaan,3251,1920,2021-10-13T00:00:00Z
North Haven,23683,19481,2021-10-13T00:00:00Z
North Stonington,5196,3148,2021-10-13T00:00:00Z
Norwalk,88816,66788,2021-10-13T00:00:00Z
Norwich,38768,24171,2021-10-13T00:00:00Z
Old Lyme,7306,5820,2021-10-13T00:00:00Z
Old Saybrook,10061,8653,2021-10-13T00:00:00Z
Orange,13926,10495,2021-10-13T00:00:00Z
Oxford,13255,9065,2021-10-13T00:00:00Z
Plainfield,15125,8370,2021-10-13T00:00:00Z
Plainville,17534,11845,2021-10-13T00:00:00Z
Plymouth,11598,6902,2021-10-13T00:00:00Z
Pomfret,4203,2821,2021-10-13T00:00:00Z
Portland,9267,6853,2021-10-13T00:00:00Z
Preston,4625,3054,2021-10-13T00:00:00Z
Prospect,9702,6571,2021-10-13T00:00:00Z
Putnam,9389,5343,2021-10-13T00:00:00Z
Redding,9116,6201,2021-10-13T00:00:00Z
Ridgefield,24959,18679,2021-10-13T00:00:00Z
Rocky Hill,20115,15081,2021-10-13T00:00:00Z
Roxbury,2152,1731,2021-10-13T00:00:00Z
Salem,4083,2871,2021-10-13T00:00:00Z
Salisbury,3600,3317,2021-10-13T00:00:00Z
Scotland,1672,962,2021-10-13T00:00:00Z
Seymour,16437,11071,2021-10-13T00:00:00Z
Sharon,2689,1842,2021-10-13T00:00:00Z
Shelton,41129,29120,2021-10-13T00:00:00Z
Sherman,3630,2364,2021-10-13T00:00:00Z
Simsbury,25395,19284,2021-10-13T00:00:00Z
Somers,10784,6643,2021-10-13T00:00:00Z
South Windsor,26162,20146,2021-10-13T00:00:00Z
Southbury,19571,14679,2021-10-13T00:00:00Z
Southington,43834,31683,2021-10-13T00:00:00Z
Sprague,2859,1663,2021-10-13T00:00:00Z
Stafford,11893,6668,2021-10-13T00:00:00Z
Stamford,129638,101656,2021-10-13T00:00:00Z
Sterling,3782,1819,2021-10-13T00:00:00Z
Stonington,18559,13380,2021-10-13T00:00:00Z
Stratford,51849,35631,2021-10-13T00:00:00Z
Suffield,15814,10514,2021-10-13T00:00:00Z
Thomaston,7535,5043,2021-10-13T00:00:00Z
Thompson,9379,4479,2021-10-13T00:00:00Z
Tolland,14618,10607,2021-10-13T00:00:00Z
Torrington,34044,23097,2021-10-13T00:00:00Z
Trumbull,35673,27484,2021-10-13T00:00:00Z
Union,839,523,2021-10-13T00:00:00Z
Vernon,29359,20756,2021-10-13T00:00:00Z
